Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,tissue,collected_by,Collection_Date,replicate,variety
SRR11113514,WGS,22884,35180872457,PRJNA557253,SAMN14136832,Plant,29313356820,JOHNS HOPKINS UNIVERSITY,public,TR00003,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Mature Leaf,SRX7750519,USA,North America,"USA: Cold Spring Harbor\, NY",MinION,0087,SINGLE,RANDOM,GENOMIC,Solanum lycopersicum,OXFORD_NANOPORE,2020-05-04T00:00:00Z,2020-02-19T22:14:00Z,1,TR00003,SRP216764,Leaf,,,,
SRR9856933,WGS,11374,36893123209,PRJNA557253,SAMN12392445,Plant,30858257042,JOHNS HOPKINS UNIVERSITY,public,M82,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",Mature Leaf,SRX6610777,USA,North America,"USA: Cold Spring Harbor\, NY",MinION,0001,SINGLE,RANDOM,GENOMIC,Solanum lycopersicum,OXFORD_NANOPORE,2019-07-29T00:00:00Z,2019-07-29T19:05:00Z,1,M82,SRP216764,Leaf,,,,
SRR9856934,WGS,4319,15837336889,PRJNA557253,SAMN12392445,Plant,13200892667,JOHNS HOPKINS UNIVERSITY,public,M82,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",Mature Leaf,SRX6610776,USA,North America,"USA: Cold Spring Harbor\, NY",GridION,0002,SINGLE,RANDOM,GENOMIC,Solanum lycopersicum,OXFORD_NANOPORE,2019-07-29T00:00:00Z,2019-07-29T18:17:00Z,1,M82,SRP216764,Leaf,,,,
SRR9856935,WGS,19951,37448549052,PRJNA557253,SAMN12392446,Plant,31415879544,JOHNS HOPKINS UNIVERSITY,public,Fla.8924,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Mature Leaf,SRX6610775,USA,North America,"USA: Cold Spring Harbor\, NY",MinION,0003,SINGLE,RANDOM,GENOMIC,Solanum lycopersicum,OXFORD_NANOPORE,2019-07-29T00:00:00Z,2019-07-29T19:28:00Z,1,Fla.8924,SRP216764,Leaf,,,,
SRR9856936,WGS,17412,17088186783,PRJNA557253,SAMN12392447,Plant,13999946599,JOHNS HOPKINS UNIVERSITY,public,BGV006775,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Mature Leaf,SRX6610774,USA,North America,"USA: Cold Spring Harbor\, NY",MinION,0004,SINGLE,RANDOM,GENOMIC,Solanum pimpinellifolium,OXFORD_NANOPORE,2019-07-29T00:00:00Z,2019-07-29T18:23:00Z,1,BGV006775,SRP216764,Leaf,,,,
SRR9856937,WGS,18131,14626092893,PRJNA557253,SAMN12392447,Plant,11897791492,JOHNS HOPKINS UNIVERSITY,public,BGV006775,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Mature Leaf,SRX6610773,USA,North America,"USA: Cold Spring Harbor\, NY",GridION,0005,SINGLE,RANDOM,GENOMIC,Solanum pimpinellifolium,OXFORD_NANOPORE,2019-07-29T00:00:00Z,2019-07-29T18:19:00Z,1,BGV006775,SRP216764,Leaf,,,,
SRR11205474,WGS,302,55706023362,PRJNA557253,SAMN14088016,Plant,24107351117,JOHNS HOPKINS UNIVERSITY,public,Brandywine,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",Mature Leaf,SRX7818519,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,0122,PAIRED,RANDOM,GENOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-28T16:39:00Z,1,Brandywine,SRP216764,Leaf,,,,
SRR11205475,WGS,302,30936185400,PRJNA557253,SAMN14116474,Plant,13818841003,JOHNS HOPKINS UNIVERSITY,public,EA00371,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",Mature Leaf,SRX7818518,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,0121,PAIRED,RANDOM,GENOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-28T16:29:00Z,1,EA00371,SRP216764,Leaf,,,,
SRR11205476,WGS,302,44583280916,PRJNA557253,SAMN12877494,Plant,17143448689,JOHNS HOPKINS UNIVERSITY,public,Floradade,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Mature Leaf,SRX7818517,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,0120,PAIRED,RANDOM,GENOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-28T16:06:00Z,1,Floradade,SRP216764,Leaf,,,,
SRR11205477,WGS,302,38924254520,PRJNA557253,SAMN14116470,Plant,16162259032,JOHNS HOPKINS UNIVERSITY,public,LYC1410,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Mature Leaf,SRX7818516,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,0119,PAIRED,RANDOM,GENOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-28T15:51:00Z,1,LYC1410,SRP216764,Leaf,,,,
SRR11205478,WGS,302,35486887500,PRJNA557253,SAMN14088010,Plant,15822990651,JOHNS HOPKINS UNIVERSITY,public,EA00990,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Mature Leaf,SRX7818515,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,0118,PAIRED,RANDOM,GENOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-28T16:48:00Z,1,EA00990,SRP216764,Leaf,,,,
SRR11205479,WGS,302,29332286050,PRJNA557253,SAMN14088013,Plant,12513111277,JOHNS HOPKINS UNIVERSITY,public,PI169588,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Mature Leaf,SRX7818514,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,0117,PAIRED,RANDOM,GENOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-28T15:32:00Z,1,PI169588,SRP216764,Leaf,,,,
SRR11205480,WGS,302,35979426850,PRJNA557253,SAMN14116480,Plant,15170733180,JOHNS HOPKINS UNIVERSITY,public,PI303721,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Mature Leaf,SRX7818513,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,0116,PAIRED,RANDOM,GENOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-28T16:33:00Z,1,PI303721,SRP216764,Leaf,,,,
SRR11205481,WGS,302,45386540818,PRJNA557253,SAMN13675828,Plant,17333410225,JOHNS HOPKINS UNIVERSITY,public,BGV007931,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Mature Leaf,SRX7818512,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,0115,PAIRED,RANDOM,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2020-05-04T00:00:00Z,2020-02-28T16:19:00Z,1,BGV007931,SRP216764,Leaf,,,,cerasiforme
SRR11205482,WGS,302,32618065982,PRJNA557253,SAMN13675827,Plant,14544187066,JOHNS HOPKINS UNIVERSITY,public,BGV007989,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Mature Leaf,SRX7818511,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,0114,PAIRED,RANDOM,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2020-05-04T00:00:00Z,2020-02-28T16:47:00Z,1,BGV007989,SRP216764,Leaf,,,,cerasiforme
SRR11205483,WGS,302,77251799320,PRJNA557253,SAMN13675822,Plant,33027879868,JOHNS HOPKINS UNIVERSITY,public,BGV006865,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Mature Leaf,SRX7818510,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,0113,PAIRED,RANDOM,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2020-05-04T00:00:00Z,2020-02-28T20:06:00Z,1,BGV006865,SRP216764,Leaf,,,,cerasiforme
SRR11244526,Synthetic-Long-Read,502,99548782696,PRJNA557253,SAMN12392445,Plant,64429030267,JOHNS HOPKINS UNIVERSITY,public,M82,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Mature Leaf,SRX7855966,USA,North America,"USA: Cold Spring Harbor\, NY",Illumina HiSeq 2500,0123,PAIRED,RANDOM,GENOMIC,Solanum lycopersicum,ILLUMINA,2020-03-06T00:00:00Z,2020-03-07T17:28:00Z,2,M82,SRP216764,Leaf,,,,
SRR11091007,RNA-Seq,86,399195058,PRJNA557253,SAMN14113486,Plant,165407119,JOHNS HOPKINS UNIVERSITY,public,BGV006775,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Cotyledon with 2 visible true leaves,SRX7730077,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,469_4,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum pimpinellifolium,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:09:00Z,1,BGV006775_cotyledon_rep4,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 4,
SRR11091008,RNA-Seq,86,369646920,PRJNA557253,SAMN14113485,Plant,153854929,JOHNS HOPKINS UNIVERSITY,public,BGV006775,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Cotyledon with 2 visible true leaves,SRX7730076,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,469_3,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum pimpinellifolium,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:11:00Z,1,BGV006775_cotyledon_rep3,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 3,
SRR11091009,RNA-Seq,86,320305452,PRJNA557253,SAMN14113422,Plant,132810703,JOHNS HOPKINS UNIVERSITY,public,EA02054,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",Cotyledon with 2 visible true leaves,SRX7730075,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,17_4,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:11:00Z,1,EA02054_cotyledon_rep4,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 4,
SRR11091010,RNA-Seq,86,374810790,PRJNA557253,SAMN14113484,Plant,159832309,JOHNS HOPKINS UNIVERSITY,public,BGV006775,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Cotyledon with 2 visible true leaves,SRX7730074,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,469_2,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum pimpinellifolium,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:10:00Z,1,BGV006775_cotyledon_rep2,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 2,
SRR11091011,RNA-Seq,86,314043792,PRJNA557253,SAMN14113483,Plant,129442004,JOHNS HOPKINS UNIVERSITY,public,BGV006775,"fastq,sra,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",Cotyledon with 2 visible true leaves,SRX7730073,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,469_1,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum pimpinellifolium,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:10:00Z,1,BGV006775_cotyledon_rep1,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 1,
SRR11091012,RNA-Seq,86,348787534,PRJNA557253,SAMN14113482,Plant,147101504,JOHNS HOPKINS UNIVERSITY,public,BGV012626,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",Cotyledon with 2 visible true leaves,SRX7730072,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,468_4,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:10:00Z,1,BGV012626_cotyledon_rep4,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 4,
SRR11091013,RNA-Seq,86,428617722,PRJNA557253,SAMN14113481,Plant,177332358,JOHNS HOPKINS UNIVERSITY,public,BGV012626,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Cotyledon with 2 visible true leaves,SRX7730071,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,468_3,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:11:00Z,1,BGV012626_cotyledon_rep3,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 3,
SRR11091014,RNA-Seq,86,607238088,PRJNA557253,SAMN14113480,Plant,252958807,JOHNS HOPKINS UNIVERSITY,public,BGV012626,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Cotyledon with 2 visible true leaves,SRX7730070,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,468_2,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:13:00Z,1,BGV012626_cotyledon_rep2,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 2,
SRR11091015,RNA-Seq,86,349535304,PRJNA557253,SAMN14113479,Plant,146561967,JOHNS HOPKINS UNIVERSITY,public,BGV012626,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Cotyledon with 2 visible true leaves,SRX7730069,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,468_1,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:11:00Z,1,BGV012626_cotyledon_rep1,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 1,
SRR11091016,RNA-Seq,86,344239080,PRJNA557253,SAMN14113478,Plant,143802268,JOHNS HOPKINS UNIVERSITY,public,BGV006767,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Cotyledon with 2 visible true leaves,SRX7730068,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,467_4,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:11:00Z,1,BGV006767_cotyledon_rep4,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 4,
SRR11091017,RNA-Seq,86,276130176,PRJNA557253,SAMN14113477,Plant,115855617,JOHNS HOPKINS UNIVERSITY,public,BGV006767,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Cotyledon with 2 visible true leaves,SRX7730067,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,467_3,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:11:00Z,1,BGV006767_cotyledon_rep3,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 3,
SRR11091018,RNA-Seq,86,348674702,PRJNA557253,SAMN14113476,Plant,145793950,JOHNS HOPKINS UNIVERSITY,public,BGV006767,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",Cotyledon with 2 visible true leaves,SRX7730066,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,467_2,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:11:00Z,1,BGV006767_cotyledon_rep2,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 2,
SRR11091019,RNA-Seq,86,290139232,PRJNA557253,SAMN14113475,Plant,120611722,JOHNS HOPKINS UNIVERSITY,public,BGV006767,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Cotyledon with 2 visible true leaves,SRX7730065,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,467_1,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:11:00Z,1,BGV006767_cotyledon_rep1,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 1,
SRR11091020,RNA-Seq,86,342443916,PRJNA557253,SAMN14113421,Plant,142107650,JOHNS HOPKINS UNIVERSITY,public,EA02054,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Cotyledon with 2 visible true leaves,SRX7730064,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,17_3,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:11:00Z,1,EA02054_cotyledon_rep3,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 3,
SRR11091021,RNA-Seq,86,477844208,PRJNA557253,SAMN14113474,Plant,200008718,JOHNS HOPKINS UNIVERSITY,public,BGV007992,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",Cotyledon with 2 visible true leaves,SRX7730063,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,466_4,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:12:00Z,1,BGV007992_cotyledon_rep4,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 4,
SRR11091022,RNA-Seq,86,485379786,PRJNA557253,SAMN14113473,Plant,202367662,JOHNS HOPKINS UNIVERSITY,public,BGV007992,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",Cotyledon with 2 visible true leaves,SRX7730062,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,466_3,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:12:00Z,1,BGV007992_cotyledon_rep3,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 3,
SRR11091023,RNA-Seq,86,358995046,PRJNA557253,SAMN14113472,Plant,153519815,JOHNS HOPKINS UNIVERSITY,public,BGV007992,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Cotyledon with 2 visible true leaves,SRX7730061,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,466_2,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:13:00Z,1,BGV007992_cotyledon_rep2,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 2,
SRR11091024,RNA-Seq,86,309508754,PRJNA557253,SAMN14113471,Plant,128567447,JOHNS HOPKINS UNIVERSITY,public,BGV007992,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",Cotyledon with 2 visible true leaves,SRX7730060,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,466_1,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:12:00Z,1,BGV007992_cotyledon_rep1,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 1,
SRR11091025,RNA-Seq,86,310393694,PRJNA557253,SAMN14113470,Plant,130086443,JOHNS HOPKINS UNIVERSITY,public,BGV006906,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",Cotyledon with 2 visible true leaves,SRX7730059,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,465_4,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:11:00Z,1,BGV006906_cotyledon_rep4,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 4,
SRR11091026,RNA-Seq,86,292954356,PRJNA557253,SAMN14113469,Plant,125037969,JOHNS HOPKINS UNIVERSITY,public,BGV006906,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Cotyledon with 2 visible true leaves,SRX7730058,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,465_3,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:12:00Z,1,BGV006906_cotyledon_rep3,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 3,
SRR11091027,RNA-Seq,86,398964750,PRJNA557253,SAMN14113468,Plant,170299155,JOHNS HOPKINS UNIVERSITY,public,BGV006906,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Cotyledon with 2 visible true leaves,SRX7730057,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,465_2,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:13:00Z,1,BGV006906_cotyledon_rep2,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 2,
SRR11091028,RNA-Seq,86,356733418,PRJNA557253,SAMN14113467,Plant,151611847,JOHNS HOPKINS UNIVERSITY,public,BGV006906,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Cotyledon with 2 visible true leaves,SRX7730056,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,465_1,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:12:00Z,1,BGV006906_cotyledon_rep1,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 1,
SRR11091029,RNA-Seq,86,470509612,PRJNA557253,SAMN14113466,Plant,195341358,JOHNS HOPKINS UNIVERSITY,public,BGV012613,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Cotyledon with 2 visible true leaves,SRX7730055,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,464_4,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:13:00Z,1,BGV012613_cotyledon_rep4,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 4,
SRR11091030,RNA-Seq,86,506935686,PRJNA557253,SAMN14113465,Plant,216863879,JOHNS HOPKINS UNIVERSITY,public,BGV012613,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",Cotyledon with 2 visible true leaves,SRX7730054,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,464_3,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:13:00Z,1,BGV012613_cotyledon_rep3,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 3,
SRR11091031,RNA-Seq,86,323578956,PRJNA557253,SAMN14113420,Plant,138621464,JOHNS HOPKINS UNIVERSITY,public,EA02054,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Cotyledon with 2 visible true leaves,SRX7730053,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,17_2,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:12:00Z,1,EA02054_cotyledon_rep2,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 2,
SRR11091032,RNA-Seq,86,440591158,PRJNA557253,SAMN14113464,Plant,182631004,JOHNS HOPKINS UNIVERSITY,public,BGV012613,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Cotyledon with 2 visible true leaves,SRX7730052,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,464_2,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:13:00Z,1,BGV012613_cotyledon_rep2,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 2,
SRR11091033,RNA-Seq,86,423537874,PRJNA557253,SAMN14113463,Plant,176630819,JOHNS HOPKINS UNIVERSITY,public,BGV012613,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Cotyledon with 2 visible true leaves,SRX7730051,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,464_1,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:12:00Z,1,BGV012613_cotyledon_rep1,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 1,
SRR11091034,RNA-Seq,86,473585230,PRJNA557253,SAMN14113462,Plant,197986966,JOHNS HOPKINS UNIVERSITY,public,EA00371,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Cotyledon with 2 visible true leaves,SRX7730050,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,463_4,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:13:00Z,1,EA00371_cotyledon_rep4,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 4,
SRR11091035,RNA-Seq,86,311983060,PRJNA557253,SAMN14113461,Plant,130355392,JOHNS HOPKINS UNIVERSITY,public,EA00371,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Cotyledon with 2 visible true leaves,SRX7730049,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,463_3,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:12:00Z,1,EA00371_cotyledon_rep3,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 3,
SRR11091036,RNA-Seq,86,337663778,PRJNA557253,SAMN14113460,Plant,143070813,JOHNS HOPKINS UNIVERSITY,public,EA00371,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Cotyledon with 2 visible true leaves,SRX7730048,USA,North America,"USA: Cold Spring Harbor\, NY",NextSeq 500,463_2,SINGLE,cDNA,TRANSCRIPTOMIC,Solanum lycopersicum,ILLUMINA,2020-05-04T00:00:00Z,2020-02-14T16:13:00Z,1,EA00371_cotyledon_rep2,SRP216764,Cotyledon,Xingang Wang,2018-04,biological replicate 2,
